seed,scenario,condition,method,horizon,status,failure_reason
1,proxy_good_matched_15,mixture_labelled,proxy,5000,completed,
1,proxy_good_matched_15,unlabelled,oracle,5000,completed,
1,proxy_good_matched_15,unlabelled,naive,5000,completed,
1,proxy_good_matched_15,unlabelled,naive_ewma,5000,completed,
1,proxy_good_matched_15,unlabelled,delayed_ucb,5000,completed,
1,proxy_good_matched_15,unlabelled,delayed_exp3,5000,completed,
1,proxy_good_matched_15,unlabelled,sliding_window_W250,5000,completed,
1,proxy_good_matched_15,unlabelled,anonymous_delayed,5000,completed,
1,proxy_good_matched_15,unlabelled,causal_labeled,5000,completed,
1,proxy_good_matched_15,unlabelled,causal_em,5000,completed,
1,proxy_good_matched_15,unlabelled,causal_em_misspecified,5000,completed,
1,proxy_good_matched_15,unlabelled,proxy,5000,completed,
1,proxy_bad_matched_15,labelled,oracle,5000,completed,
1,proxy_bad_matched_15,labelled,naive,5000,completed,
1,proxy_bad_matched_15,labelled,naive_ewma,5000,completed,
1,proxy_bad_matched_15,labelled,delayed_ucb,5000,completed,
1,proxy_bad_matched_15,labelled,delayed_exp3,5000,completed,
1,proxy_bad_matched_15,labelled,sliding_window_W250,5000,completed,
1,proxy_bad_matched_15,labelled,anonymous_delayed,5000,completed,
1,proxy_bad_matched_15,labelled,causal_labeled,5000,completed,
1,proxy_bad_matched_15,labelled,causal_em,5000,completed,
1,proxy_bad_matched_15,labelled,causal_em_misspecified,5000,completed,
1,proxy_bad_matched_15,labelled,proxy,5000,completed,
1,proxy_bad_matched_15,mixture_labelled,oracle,5000,completed,
1,proxy_bad_matched_15,mixture_labelled,naive,5000,completed,
1,proxy_bad_matched_15,mixture_labelled,naive_ewma,5000,completed,
1,proxy_bad_matched_15,mixture_labelled,delayed_ucb,5000,completed,
1,proxy_bad_matched_15,mixture_labelled,delayed_exp3,5000,completed,
1,proxy_bad_matched_15,mixture_labelled,sliding_window_W250,5000,completed,
1,proxy_bad_matched_15,mixture_labelled,anonymous_delayed,5000,completed,
1,proxy_bad_matched_15,mixture_labelled,causal_labeled,5000,completed,
1,proxy_bad_matched_15,mixture_labelled,causal_em,5000,completed,
1,proxy_bad_matched_15,mixture_labelled,causal_em_misspecified,5000,completed,
1,proxy_bad_matched_15,mixture_labelled,proxy,5000,completed,
1,proxy_bad_matched_15,unlabelled,oracle,5000,completed,
1,proxy_bad_matched_15,unlabelled,naive,5000,completed,
1,proxy_bad_matched_15,unlabelled,naive_ewma,5000,completed,
1,proxy_bad_matched_15,unlabelled,delayed_ucb,5000,completed,
1,proxy_bad_matched_15,unlabelled,delayed_exp3,5000,completed,
1,proxy_bad_matched_15,unlabelled,sliding_window_W250,5000,completed,
1,proxy_bad_matched_15,unlabelled,anonymous_delayed,5000,completed,
1,proxy_bad_matched_15,unlabelled,causal_labeled,5000,completed,
1,proxy_bad_matched_15,unlabelled,causal_em,5000,completed,
1,proxy_bad_matched_15,unlabelled,causal_em_misspecified,5000,completed,
1,proxy_bad_matched_15,unlabelled,proxy,5000,completed,
1,action_structural_stress,labelled,oracle,5000,completed,
1,action_structural_stress,labelled,naive,5000,completed,
1,action_structural_stress,labelled,naive_ewma,5000,completed,
1,action_structural_stress,labelled,delayed_ucb,5000,completed,
1,action_structural_stress,labelled,delayed_exp3,5000,completed,
1,action_structural_stress,labelled,sliding_window_W250,5000,completed,
1,action_structural_stress,labelled,anonymous_delayed,5000,completed,
1,action_structural_stress,labelled,causal_labeled,5000,completed,
1,action_structural_stress,labelled,causal_em,5000,completed,
1,action_structural_stress,labelled,causal_em_misspecified,5000,completed,
1,action_structural_stress,labelled,proxy,5000,completed,
1,action_structural_stress,mixture_labelled,oracle,5000,completed,
1,action_structural_stress,mixture_labelled,naive,5000,completed,
1,action_structural_stress,mixture_labelled,naive_ewma,5000,completed,
1,action_structural_stress,mixture_labelled,delayed_ucb,5000,completed,
1,action_structural_stress,mixture_labelled,delayed_exp3,5000,completed,
1,action_structural_stress,mixture_labelled,sliding_window_W250,5000,completed,
1,action_structural_stress,mixture_labelled,anonymous_delayed,5000,completed,
1,action_structural_stress,mixture_labelled,causal_labeled,5000,completed,
1,action_structural_stress,mixture_labelled,causal_em,5000,completed,
1,action_structural_stress,mixture_labelled,causal_em_misspecified,5000,completed,
1,action_structural_stress,mixture_labelled,proxy,5000,completed,
1,action_structural_stress,unlabelled,oracle,5000,completed,
1,action_structural_stress,unlabelled,naive,5000,completed,
1,action_structural_stress,unlabelled,naive_ewma,5000,completed,
1,action_structural_stress,unlabelled,delayed_ucb,5000,completed,
1,action_structural_stress,unlabelled,delayed_exp3,5000,completed,
1,action_structural_stress,unlabelled,sliding_window_W250,5000,completed,
1,action_structural_stress,unlabelled,anonymous_delayed,5000,completed,
1,action_structural_stress,unlabelled,causal_labeled,5000,completed,
1,action_structural_stress,unlabelled,causal_em,5000,completed,
1,action_structural_stress,unlabelled,causal_em_misspecified,5000,completed,
1,action_structural_stress,unlabelled,proxy,5000,completed,
2,zero_static,labelled,oracle,5000,completed,
2,zero_static,labelled,naive,5000,completed,
2,zero_static,labelled,naive_ewma,5000,completed,
2,zero_static,labelled,delayed_ucb,5000,completed,
2,zero_static,labelled,delayed_exp3,5000,completed,
2,zero_static,labelled,sliding_window_W250,5000,completed,
2,zero_static,labelled,anonymous_delayed,5000,completed,
2,zero_static,labelled,causal_labeled,5000,completed,
2,zero_static,labelled,causal_em,5000,completed,
2,zero_static,labelled,causal_em_misspecified,5000,completed,
2,zero_static,labelled,proxy,5000,completed,
2,zero_static,mixture_labelled,oracle,5000,completed,
2,zero_static,mixture_labelled,naive,5000,completed,
2,zero_static,mixture_labelled,naive_ewma,5000,completed,
2,zero_static,mixture_labelled,delayed_ucb,5000,completed,
2,zero_static,mixture_labelled,delayed_exp3,5000,completed,
2,zero_static,mixture_labelled,sliding_window_W250,5000,completed,
2,zero_static,mixture_labelled,anonymous_delayed,5000,completed,
2,zero_static,mixture_labelled,causal_labeled,5000,completed,
2,zero_static,mixture_labelled,causal_em,5000,completed,
2,zero_static,mixture_labelled,causal_em_misspecified,5000,completed,
2,zero_static,mixture_labelled,proxy,5000,completed,
2,zero_static,unlabelled,oracle,5000,completed,
2,zero_static,unlabelled,naive,5000,completed,
2,zero_static,unlabelled,naive_ewma,5000,completed,
2,zero_static,unlabelled,delayed_ucb,5000,completed,
2,zero_static,unlabelled,delayed_exp3,5000,completed,
2,zero_static,unlabelled,sliding_window_W250,5000,completed,
2,zero_static,unlabelled,anonymous_delayed,5000,completed,
2,zero_static,unlabelled,causal_labeled,5000,completed,
2,zero_static,unlabelled,causal_em,5000,completed,
2,zero_static,unlabelled,causal_em_misspecified,5000,completed,
2,zero_static,unlabelled,proxy,5000,completed,
2,aligned_static_delay_15,labelled,oracle,5000,completed,
2,aligned_static_delay_15,labelled,naive,5000,completed,
2,aligned_static_delay_15,labelled,naive_ewma,5000,completed,
2,aligned_static_delay_15,labelled,delayed_ucb,5000,completed,
2,aligned_static_delay_15,labelled,delayed_exp3,5000,completed,
2,aligned_static_delay_15,labelled,sliding_window_W250,5000,completed,
2,aligned_static_delay_15,labelled,anonymous_delayed,5000,completed,
2,aligned_static_delay_15,labelled,causal_labeled,5000,completed,
2,aligned_static_delay_15,labelled,causal_em,5000,completed,
2,aligned_static_delay_15,labelled,causal_em_misspecified,5000,completed,
2,aligned_static_delay_15,labelled,proxy,5000,completed,
2,aligned_static_delay_15,mixture_labelled,oracle,5000,completed,
2,aligned_static_delay_15,mixture_labelled,naive,5000,completed,
2,aligned_static_delay_15,mixture_labelled,naive_ewma,5000,completed,
2,aligned_static_delay_15,mixture_labelled,delayed_ucb,5000,completed,
2,aligned_static_delay_15,mixture_labelled,delayed_exp3,5000,completed,
2,aligned_static_delay_15,mixture_labelled,sliding_window_W250,5000,completed,
2,aligned_static_delay_15,mixture_labelled,anonymous_delayed,5000,completed,
2,aligned_static_delay_15,mixture_labelled,causal_labeled,5000,completed,
2,aligned_static_delay_15,mixture_labelled,causal_em,5000,completed,
2,aligned_static_delay_15,mixture_labelled,causal_em_misspecified,5000,completed,
2,aligned_static_delay_15,mixture_labelled,proxy,5000,completed,
2,aligned_static_delay_15,unlabelled,oracle,5000,completed,
2,aligned_static_delay_15,unlabelled,naive,5000,completed,
2,aligned_static_delay_15,unlabelled,naive_ewma,5000,completed,
2,aligned_static_delay_15,unlabelled,delayed_ucb,5000,completed,
2,aligned_static_delay_15,unlabelled,delayed_exp3,5000,completed,
2,aligned_static_delay_15,unlabelled,sliding_window_W250,5000,completed,
2,aligned_static_delay_15,unlabelled,anonymous_delayed,5000,completed,
2,aligned_static_delay_15,unlabelled,causal_labeled,5000,completed,
2,aligned_static_delay_15,unlabelled,causal_em,5000,completed,
2,aligned_static_delay_15,unlabelled,causal_em_misspecified,5000,completed,
2,aligned_static_delay_15,unlabelled,proxy,5000,completed,
2,geometric_matched_15,labelled,oracle,5000,completed,
2,geometric_matched_15,labelled,naive,5000,completed,
2,geometric_matched_15,labelled,naive_ewma,5000,completed,
2,geometric_matched_15,labelled,delayed_ucb,5000,completed,
2,geometric_matched_15,labelled,delayed_exp3,5000,completed,
2,geometric_matched_15,labelled,sliding_window_W250,5000,completed,
2,geometric_matched_15,labelled,anonymous_delayed,5000,completed,
2,geometric_matched_15,labelled,causal_labeled,5000,completed,
2,geometric_matched_15,labelled,causal_em,5000,completed,
2,geometric_matched_15,labelled,causal_em_misspecified,5000,completed,
2,geometric_matched_15,labelled,proxy,5000,completed,
2,geometric_matched_15,mixture_labelled,oracle,5000,completed,
2,geometric_matched_15,mixture_labelled,naive,5000,completed,
2,geometric_matched_15,mixture_labelled,naive_ewma,5000,completed,
2,geometric_matched_15,mixture_labelled,delayed_ucb,5000,completed,
2,geometric_matched_15,mixture_labelled,delayed_exp3,5000,completed,
2,geometric_matched_15,mixture_labelled,sliding_window_W250,5000,completed,
2,geometric_matched_15,mixture_labelled,anonymous_delayed,5000,completed,
2,geometric_matched_15,mixture_labelled,causal_labeled,5000,completed,
2,geometric_matched_15,mixture_labelled,causal_em,5000,completed,
2,geometric_matched_15,mixture_labelled,causal_em_misspecified,5000,completed,
2,geometric_matched_15,mixture_labelled,proxy,5000,completed,
2,geometric_matched_15,unlabelled,oracle,5000,completed,
2,geometric_matched_15,unlabelled,naive,5000,completed,
2,geometric_matched_15,unlabelled,naive_ewma,5000,completed,
2,geometric_matched_15,unlabelled,delayed_ucb,5000,completed,
2,geometric_matched_15,unlabelled,delayed_exp3,5000,completed,
2,geometric_matched_15,unlabelled,sliding_window_W250,5000,completed,
2,geometric_matched_15,unlabelled,anonymous_delayed,5000,completed,
2,geometric_matched_15,unlabelled,causal_labeled,5000,completed,
2,geometric_matched_15,unlabelled,causal_em,5000,completed,
2,geometric_matched_15,unlabelled,causal_em_misspecified,5000,completed,
2,geometric_matched_15,unlabelled,proxy,5000,completed,
2,mixture_matched_15,labelled,oracle,5000,completed,
2,mixture_matched_15,labelled,naive,5000,completed,
2,mixture_matched_15,labelled,naive_ewma,5000,completed,
2,mixture_matched_15,labelled,delayed_ucb,5000,completed,
2,mixture_matched_15,labelled,delayed_exp3,5000,completed,
2,mixture_matched_15,labelled,sliding_window_W250,5000,completed,
2,mixture_matched_15,labelled,anonymous_delayed,5000,completed,
2,mixture_matched_15,labelled,causal_labeled,5000,completed,
2,mixture_matched_15,labelled,causal_em,5000,completed,
2,mixture_matched_15,labelled,causal_em_misspecified,5000,completed,
2,mixture_matched_15,labelled,proxy,5000,completed,
2,mixture_matched_15,mixture_labelled,oracle,5000,completed,
2,mixture_matched_15,mixture_labelled,naive,5000,completed,
2,mixture_matched_15,mixture_labelled,naive_ewma,5000,completed,
2,mixture_matched_15,mixture_labelled,delayed_ucb,5000,completed,
2,mixture_matched_15,mixture_labelled,delayed_exp3,5000,completed,
2,mixture_matched_15,mixture_labelled,sliding_window_W250,5000,completed,
2,mixture_matched_15,mixture_labelled,anonymous_delayed,5000,completed,
2,mixture_matched_15,mixture_labelled,causal_labeled,5000,completed,
2,mixture_matched_15,mixture_labelled,causal_em,5000,completed,
2,mixture_matched_15,mixture_labelled,causal_em_misspecified,5000,completed,
2,mixture_matched_15,mixture_labelled,proxy,5000,completed,
2,mixture_matched_15,unlabelled,oracle,5000,completed,
2,mixture_matched_15,unlabelled,naive,5000,completed,
2,mixture_matched_15,unlabelled,naive_ewma,5000,completed,
2,mixture_matched_15,unlabelled,delayed_ucb,5000,completed,
2,mixture_matched_15,unlabelled,delayed_exp3,5000,completed,
2,mixture_matched_15,unlabelled,sliding_window_W250,5000,completed,
2,mixture_matched_15,unlabelled,anonymous_delayed,5000,completed,
2,mixture_matched_15,unlabelled,causal_labeled,5000,completed,
2,mixture_matched_15,unlabelled,causal_em,5000,completed,
2,mixture_matched_15,unlabelled,causal_em_misspecified,5000,completed,
2,mixture_matched_15,unlabelled,proxy,5000,completed,
2,state_structural_matched_15,labelled,oracle,5000,completed,
2,state_structural_matched_15,labelled,naive,5000,completed,
2,state_structural_matched_15,labelled,naive_ewma,5000,completed,
2,state_structural_matched_15,labelled,delayed_ucb,5000,completed,
2,state_structural_matched_15,labelled,delayed_exp3,5000,completed,
2,state_structural_matched_15,labelled,sliding_window_W250,5000,completed,
2,state_structural_matched_15,labelled,anonymous_delayed,5000,completed,
2,state_structural_matched_15,labelled,causal_labeled,5000,completed,
2,state_structural_matched_15,labelled,causal_em,5000,completed,
2,state_structural_matched_15,labelled,causal_em_misspecified,5000,completed,
2,state_structural_matched_15,labelled,proxy,5000,completed,
2,state_structural_matched_15,mixture_labelled,oracle,5000,completed,
2,state_structural_matched_15,mixture_labelled,naive,5000,completed,
2,state_structural_matched_15,mixture_labelled,naive_ewma,5000,completed,
2,state_structural_matched_15,mixture_labelled,delayed_ucb,5000,completed,
2,state_structural_matched_15,mixture_labelled,delayed_exp3,5000,completed,
2,state_structural_matched_15,mixture_labelled,sliding_window_W250,5000,completed,
2,state_structural_matched_15,mixture_labelled,anonymous_delayed,5000,completed,
2,state_structural_matched_15,mixture_labelled,causal_labeled,5000,completed,
2,state_structural_matched_15,mixture_labelled,causal_em,5000,completed,
2,state_structural_matched_15,mixture_labelled,causal_em_misspecified,5000,completed,
2,state_structural_matched_15,mixture_labelled,proxy,5000,completed,
2,state_structural_matched_15,unlabelled,oracle,5000,completed,
2,state_structural_matched_15,unlabelled,naive,5000,completed,
2,state_structural_matched_15,unlabelled,naive_ewma,5000,completed,
2,state_structural_matched_15,unlabelled,delayed_ucb,5000,completed,
2,state_structural_matched_15,unlabelled,delayed_exp3,5000,completed,
2,state_structural_matched_15,unlabelled,sliding_window_W250,5000,completed,
2,state_structural_matched_15,unlabelled,anonymous_delayed,5000,completed,
2,state_structural_matched_15,unlabelled,causal_labeled,5000,completed,
2,state_structural_matched_15,unlabelled,causal_em,5000,completed,
2,state_structural_matched_15,unlabelled,causal_em_misspecified,5000,completed,
2,state_structural_matched_15,unlabelled,proxy,5000,completed,
2,proxy_good_matched_15,labelled,oracle,5000,completed,
2,proxy_good_matched_15,labelled,naive,5000,completed,
2,proxy_good_matched_15,labelled,naive_ewma,5000,completed,
2,proxy_good_matched_15,labelled,delayed_ucb,5000,completed,
2,proxy_good_matched_15,labelled,delayed_exp3,5000,completed,
2,proxy_good_matched_15,labelled,sliding_window_W250,5000,completed,
2,proxy_good_matched_15,labelled,anonymous_delayed,5000,completed,
2,proxy_good_matched_15,labelled,causal_labeled,5000,completed,
2,proxy_good_matched_15,labelled,causal_em,5000,completed,
2,proxy_good_matched_15,labelled,causal_em_misspecified,5000,completed,
2,proxy_good_matched_15,labelled,proxy,5000,completed,
2,proxy_good_matched_15,mixture_labelled,oracle,5000,completed,
2,proxy_good_matched_15,mixture_labelled,naive,5000,completed,
2,proxy_good_matched_15,mixture_labelled,naive_ewma,5000,completed,
2,proxy_good_matched_15,mixture_labelled,delayed_ucb,5000,completed,
2,proxy_good_matched_15,mixture_labelled,delayed_exp3,5000,completed,
2,proxy_good_matched_15,mixture_labelled,sliding_window_W250,5000,completed,
2,proxy_good_matched_15,mixture_labelled,anonymous_delayed,5000,completed,
2,proxy_good_matched_15,mixture_labelled,causal_labeled,5000,completed,
2,proxy_good_matched_15,mixture_labelled,causal_em,5000,completed,
2,proxy_good_matched_15,mixture_labelled,causal_em_misspecified,5000,completed,
2,proxy_good_matched_15,mixture_labelled,proxy,5000,completed,
2,proxy_good_matched_15,unlabelled,oracle,5000,completed,
2,proxy_good_matched_15,unlabelled,naive,5000,completed,
2,proxy_good_matched_15,unlabelled,naive_ewma,5000,completed,
2,proxy_good_matched_15,unlabelled,delayed_ucb,5000,completed,
2,proxy_good_matched_15,unlabelled,delayed_exp3,5000,completed,
2,proxy_good_matched_15,unlabelled,sliding_window_W250,5000,completed,
2,proxy_good_matched_15,unlabelled,anonymous_delayed,5000,completed,
2,proxy_good_matched_15,unlabelled,causal_labeled,5000,completed,
2,proxy_good_matched_15,unlabelled,causal_em,5000,completed,
2,proxy_good_matched_15,unlabelled,causal_em_misspecified,5000,completed,
2,proxy_good_matched_15,unlabelled,proxy,5000,completed,
2,proxy_bad_matched_15,labelled,oracle,5000,completed,
2,proxy_bad_matched_15,labelled,naive,5000,completed,
2,proxy_bad_matched_15,labelled,naive_ewma,5000,completed,
2,proxy_bad_matched_15,labelled,delayed_ucb,5000,completed,
2,proxy_bad_matched_15,labelled,delayed_exp3,5000,completed,
2,proxy_bad_matched_15,labelled,sliding_window_W250,5000,completed,
2,proxy_bad_matched_15,labelled,anonymous_delayed,5000,completed,
2,proxy_bad_matched_15,labelled,causal_labeled,5000,completed,
2,proxy_bad_matched_15,labelled,causal_em,5000,completed,
2,proxy_bad_matched_15,labelled,causal_em_misspecified,5000,completed,
2,proxy_bad_matched_15,labelled,proxy,5000,completed,
2,proxy_bad_matched_15,mixture_labelled,oracle,5000,completed,
2,proxy_bad_matched_15,mixture_labelled,naive,5000,completed,
2,proxy_bad_matched_15,mixture_labelled,naive_ewma,5000,completed,
2,proxy_bad_matched_15,mixture_labelled,delayed_ucb,5000,completed,
2,proxy_bad_matched_15,mixture_labelled,delayed_exp3,5000,completed,
2,proxy_bad_matched_15,mixture_labelled,sliding_window_W250,5000,completed,
2,proxy_bad_matched_15,mixture_labelled,anonymous_delayed,5000,completed,
2,proxy_bad_matched_15,mixture_labelled,causal_labeled,5000,completed,
2,proxy_bad_matched_15,mixture_labelled,causal_em,5000,completed,
2,proxy_bad_matched_15,mixture_labelled,causal_em_misspecified,5000,completed,
2,proxy_bad_matched_15,mixture_labelled,proxy,5000,completed,
2,proxy_bad_matched_15,unlabelled,oracle,5000,completed,
2,proxy_bad_matched_15,unlabelled,naive,5000,completed,
2,proxy_bad_matched_15,unlabelled,naive_ewma,5000,completed,
2,proxy_bad_matched_15,unlabelled,delayed_ucb,5000,completed,
2,proxy_bad_matched_15,unlabelled,delayed_exp3,5000,completed,
2,proxy_bad_matched_15,unlabelled,sliding_window_W250,5000,completed,
2,proxy_bad_matched_15,unlabelled,anonymous_delayed,5000,completed,
2,proxy_bad_matched_15,unlabelled,causal_labeled,5000,completed,
2,proxy_bad_matched_15,unlabelled,causal_em,5000,completed,
2,proxy_bad_matched_15,unlabelled,causal_em_misspecified,5000,completed,
2,proxy_bad_matched_15,unlabelled,proxy,5000,completed,
2,action_structural_stress,labelled,oracle,5000,completed,
2,action_structural_stress,labelled,naive,5000,completed,
2,action_structural_stress,labelled,naive_ewma,5000,completed,
2,action_structural_stress,labelled,delayed_ucb,5000,completed,
2,action_structural_stress,labelled,delayed_exp3,5000,completed,
2,action_structural_stress,labelled,sliding_window_W250,5000,completed,
2,action_structural_stress,labelled,anonymous_delayed,5000,completed,
2,action_structural_stress,labelled,causal_labeled,5000,completed,
2,action_structural_stress,labelled,causal_em,5000,completed,
2,action_structural_stress,labelled,causal_em_misspecified,5000,completed,
2,action_structural_stress,labelled,proxy,5000,completed,
2,action_structural_stress,mixture_labelled,oracle,5000,completed,
2,action_structural_stress,mixture_labelled,naive,5000,completed,
2,action_structural_stress,mixture_labelled,naive_ewma,5000,completed,
2,action_structural_stress,mixture_labelled,delayed_ucb,5000,completed,
2,action_structural_stress,mixture_labelled,delayed_exp3,5000,completed,
2,action_structural_stress,mixture_labelled,sliding_window_W250,5000,completed,
2,action_structural_stress,mixture_labelled,anonymous_delayed,5000,completed,
2,action_structural_stress,mixture_labelled,causal_labeled,5000,completed,
2,action_structural_stress,mixture_labelled,causal_em,5000,completed,
2,action_structural_stress,mixture_labelled,causal_em_misspecified,5000,completed,
2,action_structural_stress,mixture_labelled,proxy,5000,completed,
2,action_structural_stress,unlabelled,oracle,5000,completed,
2,action_structural_stress,unlabelled,naive,5000,completed,
2,action_structural_stress,unlabelled,naive_ewma,5000,completed,
2,action_structural_stress,unlabelled,delayed_ucb,5000,completed,
2,action_structural_stress,unlabelled,delayed_exp3,5000,completed,
2,action_structural_stress,unlabelled,sliding_window_W250,5000,completed,
2,action_structural_stress,unlabelled,anonymous_delayed,5000,completed,
2,action_structural_stress,unlabelled,causal_labeled,5000,completed,
2,action_structural_stress,unlabelled,causal_em,5000,completed,
2,action_structural_stress,unlabelled,causal_em_misspecified,5000,completed,
2,action_structural_stress,unlabelled,proxy,5000,completed,
